NAME	TITLE	SCORE	
C18orf54		0.95251846	
TAF7L		0.95248634	
HPN		0.95191115	
MTRNR2L3		0.9517929	
CCDC69		0.95114803	
NADSYN1		0.95076716	
ZMAT2		0.95070565	
BTNL8		0.95053613	
FTSJ2		0.9505134	
ARMS2		0.95043147	
AK7		0.9501684	
RGS13		0.9500336	
KRTAP2.3		0.9498413	
OR1S2		0.949691	
PSAPL1		0.94927245	
FAT3		0.94915986	
REXO1L10P		0.9489518	
LCP2		0.9489349	
CAGE1		0.9486828	
GPR88		0.94849896	
FAM8A1		0.9481639	
TRIB1		0.94811076	
SARM1		0.9479953	
KLK10		0.94797367	
SLC39A14		0.94788307	
APOC3		0.9477282	
ALKBH7		0.94722146	
PCDHB5		0.9472009	
ZFYVE26		0.94660497	
TFCP2		0.9459937	
GPS1		0.9458981	
KLF4		0.94558185	
ORMDL2		0.9455669	
DCAF8L2		0.9454579	
SFT2D3		0.9452031	
DDX4		0.94501805	
ZSWIM5		0.94486374	
GDF11		0.94476503	
NOS1		0.9447206	
SLC9A3R1		0.9446438	
KRTAP19.4		0.94452876	
SULT2A1		0.9443128	
USP21		0.94425994	
SLC25A21		0.9433758	
TRAM1L1		0.94330966	
RPS19BP1		0.9430671	
VWA5B1		0.9430418	
ADGRA2		0.9430242	
CEBPG		0.94291055	
CILP		0.94244605	
RTP5		0.942414	
ISL1		0.9422123	
DES		0.9421451	
HMGB4		0.94204825	
CEACAM21		0.9419925	
CASKIN2		0.9419651	
ERAS		0.94195956	
SIRPA		0.9418573	
THOC3		0.94138324	
CMTM1		0.94116783	
BZW1		0.9411475	
HFM1		0.9409545	
KLHL42		0.94065833	
C8orf31		0.94024104	
OR56B1		0.9397013	
NXF3		0.93952066	
PLA2G4F		0.9394707	
VAV1		0.9394693	
KCNA7		0.93942297	
TIPRL		0.9393189	
MAGEC2		0.93918586	
DUS1L		0.93894523	
UQCC3		0.9388994	
TFAP2A		0.93875855	
RAPGEF6		0.93835914	
KPTN		0.9382333	
MYO3B		0.9382281	
FAM136A		0.93811315	
LRP6		0.93789256	
CLDN10		0.9378583	
SIGLEC14		0.93770623	
CD164L2		0.93742424	
TMEM120A		0.93727744	
SENP8		0.9371766	
CRYBA2		0.9371044	
RBM14		0.93627137	
USP17L2		0.93622124	
GPSM2		0.9358299	
DHX16		0.9357751	
COL7A1		0.9355759	
CNR2		0.9355609	
SALL1		0.9353257	
HIST1H2BI		0.9352378	
DDX28		0.9351166	
LRFN3		0.9350851	
NDUFAF1		0.935043	
DHX57		0.934903	
BLMH		0.9347658	
PCNXL3		0.93448925	
GAA		0.9343276	
MYCN		0.9341021	
BTK		0.93400586	
PRSS16		0.9338332	
KIF20B		0.93369883	
GAGE4		0.9334997	
SCN3B		0.93325037	
BTBD11		0.9331822	
RBMY1J		0.93292147	
MYEOV2		0.9327293	
CTNNB1		0.93223685	
KRTAP11.1		0.93218094	
FTCDNL1		0.9321317	
RAE1		0.93202436	
CIAO1		0.9319717	
TNS2		0.9319379	
BDKRB2		0.93180895	
OR1N2		0.9317985	
RPS4Y2		0.9317494	
SYCE1L		0.93170434	
ABCG5		0.9313951	
TRIM15		0.93137664	
MYF5		0.931046	
TMEM59L		0.931012	
DSCR3		0.9305812	
B4GALT4		0.9301852	
UBTD1		0.93016714	
HOXB3		0.93014824	
SMCO2		0.930036	
SLC26A2		0.9298775	
HAS3		0.9298593	
LRFN2		0.92961484	
FUT8		0.9293726	
OR1C1		0.9288873	
OR5H15		0.92872417	
TBX21		0.9287068	
SPATA2L		0.92858076	
USP28		0.9285548	
TCF21		0.9284749	
DCDC2		0.9284487	
SYDE1		0.92832077	
CCL4L2		0.9282597	
NTF4		0.9278498	
CISD2		0.92773455	
CHD4		0.9277114	
MCM8		0.92755914	
GRB7		0.92743456	
VPS16		0.92721486	
SYTL2		0.9268787	
FCRL3		0.9268263	
NAA25		0.92669	
PRKAR1B		0.926312	
SLC35F6		0.9257591	
VAV2		0.92536014	
PARVG		0.92510664	
C1orf94		0.9250519	
GATSL3		0.9250043	
GLP1R		0.9248845	
POFUT1		0.92485	
C17orf74		0.9248463	
LRRC75B		0.92479944	
OR10J4		0.9245666	
TWIST1		0.92434967	
NACC2		0.92393726	
SLC4A3		0.92385906	
OXCT1		0.92372304	
NARF		0.9235198	
CTBP2		0.92349744	
KLF10		0.9233372	
ZBTB37		0.9232953	
PLSCR3		0.9231632	
KCNJ10		0.92300737	
IQCF4		0.92296493	
CASP9		0.9222816	
LRRC46		0.9222608	
ZNF215		0.922066	
ULBP3		0.92203957	
GCA		0.92181367	
CD2		0.9216244	
COL5A3		0.921344	
RP11.517A5.5		0.9211134	
CSMD2		0.9205881	
CYP11B2		0.9204924	
VIM		0.919936	
MEIS3		0.91983473	
VPS52		0.91949046	
CSF3R		0.91928375	
ORAI2		0.91921306	
TMEM81		0.91877824	
CHST14		0.9187491	
HES6		0.9186729	
STK40		0.9183826	
HHLA1		0.91799676	
ARMC6		0.91798013	
PIP4K2C		0.9175663	
TNXA		0.9174744	
IL21R		0.9173043	
KIAA0895		0.9168362	
DDR2		0.9168358	
ASB2		0.9165018	
TMEM40		0.91635597	
IGDCC3		0.9161402	
MTMR4		0.9161344	
HEYL		0.9156177	
PRY		0.9155325	
CAV1		0.91542345	
ABLIM3		0.91527146	
PPP2R2A		0.91500056	
NGB		0.9148552	
LOC388882		0.91483474	
NSMAF		0.9146079	
PTER		0.9145646	
SRRM3		0.9144959	
TOP3B		0.91399926	
ABCA4		0.9137462	
MYBPHL		0.9137083	
LINC01342		0.9136467	
PACRG.AS3		0.9136362	
GALNT1		0.91333365	
B3GALT6		0.9131927	
CEMP1		0.91304374	
TMEM139		0.9129619	
PKN1		0.9127728	
WNT2B		0.9127129	
ERBB3		0.91267097	
SEC16A		0.91252923	
KIFC1		0.9123573	
POLG		0.91210896	
PRPF40A		0.9120294	
MPRIP		0.9120113	
CDCA4		0.9118686	
RRM2		0.91155756	
TST		0.91130316	
ZSWIM1		0.9112075	
HACD3		0.91116893	
GLCCI1		0.91116387	
OPN1MW2		0.91106737	
MRPL10		0.91092503	
SLAIN2		0.9109164	
RNF122		0.9108575	
NELFE		0.91081786	
OR4F4		0.91063213	
NR2F6		0.9105265	
PARD3		0.9105212	
NOD1		0.9101457	
ATRIP		0.91013783	
CTAG2		0.91006285	
PI4KAP2		0.90985984	
LRP8		0.9096224	
MSMO1		0.90956795	
OR56B4		0.90920246	
SPATA41		0.90912807	
GPR50		0.90887773	
GDF5		0.90875816	
HIST1H4C		0.90873337	
C11orf63		0.9082189	
SMPDL3A		0.9081476	
SPRR2B		0.9079826	
OR2T29		0.9079624	
DNAH1		0.9078294	
ARPC5L		0.90777314	
CASC10		0.90739435	
ADAMTS4		0.9071889	
TAT		0.90676427	
B4GALT6		0.90648776	
ZNF74		0.90594417	
C2orf66		0.905638	
TBX18		0.90561706	
NLRP2		0.90559053	
SOX21		0.9055555	
OR2L5		0.90545154	
MRPS9		0.90533346	
HSD17B11		0.9053283	
NUDT4		0.9049326	
RLN2		0.90448135	
KREMEN2		0.9043215	
ZNF503		0.9042394	
EIF4EBP2		0.90420187	
OR5B2		0.9035743	
UBE2T		0.90303564	
ASIC1		0.9030028	
KAZN		0.9025596	
OLIG2		0.90225	
RDH10.AS1		0.90213287	
CXADR		0.90207046	
LINC01620		0.90202886	
GAGE12C		0.9012852	
DTNB		0.9011705	
CEP78		0.9009688	
TGM4		0.9008913	
ZDHHC15		0.9002078	
FAM65A		0.9000888	
PRDM9		0.8998539	
FFAR4		0.89970976	
DMRTC1B		0.8996029	
XXYLT1		0.8995968	
OR5G5P		0.8995825	
AMPD2		0.89890665	
GGT1		0.8988793	
ITGA7		0.8986947	
SLC35E3		0.8985793	
SPAG16		0.8985009	
PTHLH		0.8984906	
ZNF490		0.8984583	
OTUD6B		0.89827996	
TNK2		0.89806277	
ISLR2		0.89801294	
BTG4		0.8979128	
PGAP2		0.89783895	
PYDC1		0.8978357	
DGKH		0.8975192	
ABHD17B		0.89737993	
BIRC8		0.8970863	
AIF1L		0.8970044	
CYP2E1		0.89696383	
HAS2		0.89687586	
DGUOK		0.89684045	
ANO8		0.8964545	
HBZ		0.89642096	
TCF19		0.8963157	
C17orf82		0.89583516	
PSMC3		0.89547783	
ALG1L		0.89532894	
GAGE2D		0.8950906	
OR4K1		0.8950306	
OR13C2		0.89483607	
LRRC8C		0.8944844	
TCP1		0.8944711	
AGXT		0.89437133	
KRTAP20.3		0.8942133	
ROR1.AS1		0.8934032	
PCNP		0.89261246	
CA9		0.8917148	
CELA3A		0.8915212	
HTR2A		0.890682	
LDB3		0.8904606	
LINC00273		0.89045894	
HDAC6		0.89038366	
RAC3		0.8901659	
FOXD4L1		0.8900281	
C1QTNF9B.AS1		0.88992846	
ROPN1L		0.88973504	
SGK2		0.8894639	
UBALD1		0.88934594	
SLC6A20		0.88922924	
SPINT2		0.88922197	
CTPS1		0.8891479	
WDR77		0.88893646	
OR4F3		0.88853747	
NEURL1B		0.88843185	
SIL1		0.8883758	
ZFP42		0.88837504	
ACOT12		0.8883352	
CHI3L1		0.8881474	
CBLN4		0.8881074	
ARPC1B		0.88806224	
RNF126		0.8880488	
GALNTL6		0.8879803	
GAL3ST3		0.8878281	
MLIP		0.8875788	
BAG4		0.8874595	
DUS3L		0.8871261	
NXF2B		0.88685495	
PHF7		0.886827	
NEUROG2		0.8867825	
ACSM5		0.8863126	
ADCYAP1		0.8862697	
PPARA		0.88592505	
HAPLN2		0.88547367	
PLIN4		0.88547117	
RNF13		0.88506234	
KANK2		0.8848585	
APOO		0.8847727	
PHACTR4		0.88469905	
MSLN		0.88418245	
PSMG3		0.88405406	
CCDC184		0.88400906	
DIRAS3		0.8831562	
C1orf35		0.8830383	
SLC25A23		0.8827937	
PLEKHA8P1		0.88269347	
CACNG2		0.8824271	
ADGRL2		0.8824203	
TP53TG3C		0.8823148	
VWA8		0.8822616	
LILRB1		0.8819177	
ZNF783		0.88169616	
CYB5D1		0.8816423	
BCL9		0.8815356	
USP6NL		0.8815172	
MROH2A		0.881485	
ZNF705A		0.88143235	
IRX2		0.88122886	
PRDM7		0.8811709	
CT47A7		0.8811326	
RNF212B		0.88084966	
TNFSF4		0.88059896	
ACMSD		0.88048404	
NKIRAS1		0.8803953	
GMNC		0.8803739	
ACOXL		0.88029164	
DKKL1		0.8802705	
PLAC9		0.8798703	
EXTL3		0.8797154	
C1orf61		0.8797099	
RNF216		0.87954426	
PCDHB3		0.87942916	
SYNE4		0.87908953	
VCY1B		0.87901187	
VWCE		0.8789867	
FAS		0.8787985	
RPS24		0.8787272	
RASGEF1A		0.87860394	
GET4		0.87847036	
TLX3		0.87837964	
PIK3R1		0.8782515	
TSEN15		0.87809	
NAA10		0.8780825	
LAMTOR2		0.8780573	
GAMT		0.8772537	
ZNFX1		0.8769974	
IL10RA		0.87667984	
HLA.DQB1		0.8765824	
C3orf58		0.87639797	
ZNF582.AS1		0.8763671	
RNF17		0.8762894	
MS4A3		0.8758542	
STX4		0.87576437	
SCGB1A1		0.8757136	
FAM71E1		0.87529314	
KIF5C		0.8751197	
FKBP1A.SDCBP2		0.8750742	
PADI6		0.8748573	
FBLIM1		0.87472534	
PRR36		0.8747247	
ITIH1		0.87440103	
ZNF23		0.87411386	
WBSCR28		0.8738806	
IQGAP2		0.8736535	
FAM83E		0.87317216	
TMEM55B		0.8731639	
CXXC4		0.87304974	
OR4A8		0.8729775	
LY6G5C		0.87287563	
RAB22A		0.872714	
CYP11A1		0.8724377	
ST6GALNAC3		0.87241966	
CFP		0.8722865	
ZIC5		0.87212855	
VPS54		0.8720691	
SKOR2		0.8719272	
NUP88		0.8719027	
XPNPEP3		0.87159806	
SENP6		0.8714903	
NCOA3		0.8714873	
ANXA7		0.871344	
KDSR		0.8712432	
WNT1		0.8709538	
HABP2		0.87027746	
ECSIT		0.869978	
MYT1		0.869871	
ARHGAP4		0.8697387	
TOP2B		0.869682	
CDC7		0.86965126	
MEN1		0.86944693	
SYNJ1		0.86890215	
RAPGEF3		0.86887103	
PPM1J		0.86867285	
UBE2E3		0.86855453	
SPRR2G		0.86846864	
ZNF432		0.86835	
SLC15A3		0.86834586	
MT1H		0.86801374	
FGF17		0.8678497	
HFE2		0.86769515	
GCNT3		0.867278	
SPATS1		0.86703354	
GOLGA8R		0.8668879	
TAAR1		0.8667568	
SPTAN1		0.8666877	
ADGRF3		0.8664472	
C19orf54		0.86627513	
CYP26B1		0.8658072	
DNAJC5B		0.86556876	
CYS1		0.86555946	
GLRA4		0.8652323	
MBD3L5		0.8650501	
SERPINB2		0.86493427	
CHCHD4		0.8647686	
PIFO		0.86468613	
PDCL		0.8644125	
MAGEB17		0.86440396	
ZNF165		0.86392075	
SLC22A6		0.86377937	
WNT11		0.86370796	
FAM151A		0.8632843	
DYRK4		0.8630078	
SBK3		0.8628738	
FAU		0.8628173	
C1QTNF4		0.8625164	
IGFALS		0.8623435	
ELF4		0.86229175	
LSM3		0.8620368	
CABS1		0.8618886	
LEAP2		0.86186093	
PKDREJ		0.8615659	
MMP12		0.8614693	
PTF1A		0.8612837	
CLDN23		0.86128306	
NPY4R		0.8612803	
SLC1A5		0.8611275	
STK24		0.86107653	
SH2D5		0.8607439	
KCTD21		0.86073136	
MPP1		0.8606619	
SCN4B		0.8606573	
LRRTM1		0.86061895	
CHCHD10		0.86048794	
CCDC13		0.8602171	
STX10		0.86021227	
SEZ6L2		0.8600753	
L1CAM		0.85991734	
PRCC		0.8599079	
SIGIRR		0.859896	
SSR2		0.859712	
CRYZ		0.85944504	
NIPA1		0.8593992	
TMEM88B		0.85934967	
RANBP2		0.8590576	
SNCAIP		0.85904086	
CDH12		0.8590206	
PARD6B		0.8588881	
MYOM1		0.8588606	
RPL41P1		0.85845995	
SAXO1		0.8583537	
ANKRD9		0.8580871	
TTC23		0.85797274	
OR1E1		0.8578457	
FAM189A1		0.85767454	
FBXL12		0.85755366	
SRMS		0.85749507	
HTR4		0.8574039	
KRTAP9.2		0.8573615	
AKT1S1		0.85722566	
RPGRIP1L		0.8571828	
ARHGAP6		0.8571531	
WFIKKN1		0.8571452	
OTOP1		0.857094	
NPTXR		0.8570778	
OR4K17		0.85702527	
BAALC.AS2		0.85699725	
ASCC1		0.85681856	
GLB1		0.85652614	
SHCBP1L		0.85615206	
PLEKHG6		0.85604393	
CLEC18B		0.855926	
NKX2.6		0.855538	
MAPK13		0.8554887	
PMM2		0.8549525	
PSG6		0.85485125	
MYH15		0.85473156	
NCKAP5L		0.85422003	
OR2F1		0.8539408	
ST3GAL4		0.85392374	
GRK5		0.8538373	
REG1A		0.8535692	
CERCAM		0.8533984	
SETD7		0.8532899	
HIST1H2BK		0.853051	
ZPLD1		0.8529815	
EBF3		0.8528076	
SRC		0.8527992	
OGFOD1		0.85278505	
TBX1		0.85268056	
C14orf37		0.85262173	
C2orf71		0.85259813	
TTK		0.8525634	
COX5A		0.85241723	
LOC100130370		0.8521788	
GDF7		0.8521155	
HORMAD2		0.852046	
SH3BP2		0.8519731	
CDS1		0.85188544	
CHST7		0.8517851	
RHOD		0.85166997	
ATP4A		0.85164845	
ZFP64		0.8513822	
HPSE2		0.85119414	
MYLK2		0.8508437	
TTC28		0.8507706	
L2HGDH		0.85075444	
TNFSF14		0.85057807	
C2CD4C		0.850217	
GOLGA6L2		0.8501703	
TBX15		0.8501518	
EMP1		0.8499517	
MAP2K7		0.8499266	
KRTAP5.3		0.8498951	
GAS6		0.8494361	
BRWD3		0.8493437	
DNTTIP1		0.8493184	
ZNF691		0.84857947	
SLC4A2		0.84855723	
RD3		0.8485493	
TAF6L		0.8484638	
NAT14		0.84794194	
DDHD2		0.84735036	
MANBAL		0.84730095	
ST14		0.84724253	
TP53TG3B		0.8471234	
KRT82		0.8471064	
OR4D5		0.84676605	
CLPB		0.8465725	
MMP26		0.84654003	
OR5D14		0.84653914	
DDI1		0.8461255	
NLGN1		0.8458009	
STAR		0.8457546	
TTC22		0.84567827	
NOXO1		0.8456297	
GRXCR2		0.84554565	
SLC37A2		0.84537095	
ZFYVE21		0.84532523	
BPIFA2		0.84491724	
HLA.DPB1		0.84483236	
GALE		0.84475523	
MIF.AS1		0.84469855	
OR9Q1		0.84464765	
BTN3A1		0.8445343	
CENPM		0.84443015	
REXO1L4P		0.8444281	
BEX5		0.84423244	
CCND1		0.8436697	
KCNJ8		0.8436347	
CYP2C9		0.84340423	
TOMM6		0.84332776	
TRIM6.TRIM34		0.84331614	
TRPV5		0.8430732	
ABL2		0.842983	
KATNB1		0.84296805	
PHF24		0.8427404	
RMI2		0.84247285	
FASTKD1		0.84243375	
GOLGA6L6		0.8423426	
SLC4A10		0.84176445	
ANKRD16		0.84165895	
FRAS1		0.8414721	
TAF5		0.84137917	
RSPH3		0.84111387	
DEFB105A		0.8410247	
S100Z		0.8409206	
RSPH9		0.8406688	
CTC.453G23.8		0.840587	
CDR1		0.84058625	
LRP5L		0.8405745	
GTF2IRD2		0.8405628	
SAYSD1		0.84031135	
RPRM		0.83992034	
CER1		0.8398878	
LAT		0.8397301	
AIPL1		0.83972603	
HELQ		0.83971006	
LOC100506422		0.8396834	
PLA2G4E		0.83956295	
FBXL19		0.83938015	
RASGEF1C		0.8391877	
GRM8		0.838931	
KCNK2		0.8388901	
OR52M1		0.8382068	
BDH2		0.83805263	
OR4S1		0.8378393	
SLC30A7		0.83775866	
BPIFB1		0.8377473	
BIN3.IT1		0.8376953	
PXDNL		0.83766717	
FABP2		0.83756506	
PABPC3		0.83696526	
OR4D9		0.83680326	
SPG7		0.836656	
TMEM202		0.836574	
BTBD2		0.8365673	
FLOT2		0.8364267	
CELF3		0.8364192	
MGAT5B		0.83633286	
DDX23		0.8362481	
SEC14L6		0.8356891	
C1QTNF8		0.8356509	
KRTAP19.6		0.8355583	
FAHD1		0.8351752	
DEFB121		0.8351232	
HS3ST4		0.8350918	
FAM186A		0.8350621	
ZNF880		0.8349041	
RBFOX1		0.83461183	
PXDN		0.83453375	
SYNJ2BP.COX16		0.8344884	
ENPP7		0.83448046	
ZNF595		0.83391726	
CTU1		0.83391094	
POTEH		0.8338447	
PLAC4		0.8338403	
BCKDHB		0.83377755	
XKR7		0.83365965	
LRRC75A		0.83363587	
CCDC85B		0.833462	
C11orf16		0.83342797	
TACC1		0.8333117	
MRPL9		0.83330905	
NUCB1		0.833279	
SLAMF1		0.83304244	
AGMAT		0.8327929	
ALPK1		0.83264846	
LIPJ		0.8325686	
M6PR		0.83210313	
NMU		0.83175474	
CCDC187		0.8317073	
KRTAP4.2		0.8316745	
MYO15B		0.8315512	
SMKR1		0.8315361	
JAKMIP3		0.83118963	
C22orf15		0.83102167	
GIMAP7		0.830971	
B3GNT6		0.8309442	
ADRBK1		0.83092934	
ARMC12		0.83086526	
KIF17		0.8308554	
FANCG		0.83057994	
MIPOL1		0.83011496	
WHSC1		0.82980233	
MRPS26		0.8296793	
KLHL6		0.82967407	
MLANA		0.829524	
CST6		0.8294867	
EPN1		0.8293844	
WDR86		0.8289475	
SPINK1		0.82880294	
ADAMTSL4.AS1		0.8287967	
CFAP58		0.82865053	
TSLP		0.828389	
NKX6.2		0.82811385	
IGSF11		0.8278557	
KLHL22		0.82778144	
DHDDS		0.82772434	
SLCO4A1		0.8276502	
SLC1A1		0.8275654	
WRAP53		0.82704204	
C19orf67		0.82690185	
RP11.499E18.1		0.8268777	
ANKRD20A1		0.82680035	
ZC4H2		0.8267496	
SOX14		0.8266928	
LINC00303		0.8266458	
OR2T6		0.8265825	
DEFB127		0.82655656	
ACSM2A		0.8264736	
SAP130		0.8262309	
PRSS41		0.82613087	
SIPA1L2		0.8260992	
TRAF4		0.825824	
TNFRSF13B		0.8251633	
ADAMTS9		0.8250712	
WSCD1		0.8250449	
GRAMD1B		0.8247693	
TBC1D12		0.8246477	
ZNF579		0.8241394	
TMEM203		0.8238695	
LTB4R		0.8238537	
RPS18		0.8238361	
ZC3H3		0.8238009	
GKN2		0.8236129	
EVA1C		0.82357365	
OR6B3		0.8234972	
ERN2		0.82341665	
CCDC117		0.82338226	
MEX3B		0.82323354	
PTPN13		0.82310116	
SBK1		0.8230396	
CFAP221		0.8230242	
RBP4		0.8228841	
CMKLR1		0.822808	
ZNF561		0.8224774	
PTGFR		0.8224607	
UGDH		0.82222044	
ALDH18A1		0.82221854	
POLD4		0.8220249	
ACBD4		0.821956	
TREML1		0.8215901	
ZNF732		0.82130903	
SRSF9		0.82127506	
CRAT		0.82085454	
ATP6V1B1		0.8207693	
KRTAP8.1		0.8207513	
APLP2		0.8206853	
RAD21		0.82037586	
RAB40AL		0.82021666	
AEN		0.8197371	
ZCCHC13		0.8197231	
LTF		0.81965643	
ZFPL1		0.8195985	
ATXN7L3		0.8194472	
HOXA.AS3		0.8193071	
NOL9		0.8190762	
FAM127C		0.81896335	
SORBS2		0.8189324	
ZNF551		0.8188401	
NRXN3		0.8188214	
ACVR1B		0.81868935	
HGF		0.8182297	
LOC101928161		0.8177149	
AHRR		0.81769973	
KLK6		0.81766903	
DOK5		0.8176553	
TRADD		0.8174553	
TBC1D3H		0.81724703	
ADGB		0.8171472	
CABYR		0.8171451	
SLC13A2		0.816989	
DUSP15		0.8169645	
MAGEE1		0.81691134	
ARHGEF16		0.8168452	
MARVELD1		0.81636703	
PTBP3		0.81627154	
RNF5		0.816267	
ENO1		0.8159742	
CELF4		0.8158762	
NBEAL2		0.8158011	
CA2		0.8157137	
ZNF678		0.81568766	
DBN1		0.8156821	
CAPN13		0.81565326	
ACVR2B		0.81552416	
EFHD1		0.8154457	
FCN3		0.815433	
DSC2		0.8153934	
ASB17		0.81516606	
RNASEH1		0.81513447	
GOLPH3		0.8148462	
PMEL		0.8147785	
LYPLA2		0.814558	
TNFAIP2		0.814545	
ASH2L		0.81413937	
TUT1		0.8140625	
BRMS1L		0.81399447	
ZNF207		0.81397164	
ZNF286A		0.8138794	
HIST2H4A		0.81377363	
NDC1		0.8136098	
FOXD4L3		0.81359214	
TSPAN14		0.8134609	
F13A1		0.8133742	
TYK2		0.8132762	
WNT5A		0.8132273	
PIP5K1B		0.81313664	
MERTK		0.81276	
SFXN1		0.8127531	
CYP4A11		0.81271803	
CNP		0.81237596	
ZNF805		0.8120894	
PDK1		0.8120885	
MAST1		0.8119784	
KRTAP1.3		0.81192255	
P4HA2		0.8119128	
PTRHD1		0.8116127	
CFHR2		0.81153667	
TIAM1		0.8113652	
MAN2B1		0.81122744	
SLC43A3		0.811079	
NT5C1A		0.81095153	
TKTL2		0.81066597	
IRF4		0.81059164	
WFDC13		0.81029737	
HORMAD1		0.8102875	
HMGN2		0.8102175	
ARHGEF39		0.8100725	
ARL2		0.8100548	
PLOD3		0.8100441	
TRIM64C		0.81002116	
TMEM147.AS1		0.80975664	
CSPG4		0.8095203	
TMEM14B		0.8095004	
IL17RB		0.8094297	
GPALPP1		0.8092617	
INPP4A		0.8091285	
SEC14L3		0.8090682	
FOXJ1		0.80886286	
FAM127A		0.80855715	
GALNT7		0.808546	
LINC00602		0.8085392	
NPFFR2		0.8083232	
C5orf45		0.80827963	
CBX1		0.80814004	
SLC17A1		0.8080423	
RAVER1		0.8080396	
NPPC		0.80792415	
NLGN2		0.80777055	
ZNF668		0.8075756	
OR4D10		0.807524	
SLC41A2		0.80731654	
USP17L17		0.80718267	
FADS6		0.8070202	
PVRL2		0.80686796	
OR5K2		0.80667317	
RPP21		0.80625737	
C9orf50		0.80625284	
FAM27L		0.8062029	
PRPH		0.8060289	
DACT2		0.8056805	
CYSTM1		0.8056172	
TMEM219		0.8055597	
SOST		0.8055358	
CBY3		0.8054972	
KIAA1324L		0.8052739	
N6AMT1		0.8050908	
ZNF788		0.8050678	
SVEP1		0.8047429	
PTRH2		0.8046521	
OR2G2		0.8045573	
BUB1B		0.80443937	
MAST2		0.8042502	
RAD50		0.804233	
SDR16C5		0.8041833	
MEPCE		0.80400276	
OSR1		0.80399466	
PBLD		0.80393505	
FCGR2B		0.80384964	
GJA3		0.80380416	
C11orf45		0.8037741	
DGKA		0.80368304	
KIF4B		0.803571	
APIP		0.8035252	
FAM53C		0.8033884	
ZNF329		0.80319905	
OTOA		0.8028691	
SLTM		0.80284923	
DPCR1		0.8018418	
NSMF		0.8017375	
CDKN2A		0.80134916	
ADAMTS17		0.8013486	
MAPKBP1		0.8012586	
ZC3H12B		0.8009396	
KIAA0040		0.80086035	
GLS2		0.8005039	
TNFRSF9		0.7997856	
TNK1		0.79976755	
GTF2E1		0.79922986	
PLEKHA8		0.79909796	
AGTRAP		0.7990589	
NIN		0.7989215	
ABCG2		0.79889876	
EIF3E		0.7988958	
CPN1		0.7988881	
IL9R		0.79867816	
NT5DC2		0.7986762	
MYH9		0.7984753	
OTUB2		0.79841375	
WDR36		0.7983331	
AAED1		0.79826355	
PYCR2		0.7982125	
NINL		0.7981519	
PLGLB1		0.7980942	
SLC35A3		0.7979488	
SIRT2		0.79763335	
RIPK3		0.7973324	
SIRPB2		0.79673314	
FBXO17		0.7966132	
LIN54		0.79656184	
PNPLA7		0.79641914	
TMEM100		0.7963404	
ZFHX4		0.796102	
SLC12A6		0.7959553	
ARTN		0.7956084	
LUZP1		0.79523146	
TIMM22		0.79502946	
KCNE4		0.79488194	
PDCD6		0.79435647	
CSTF1		0.79416054	
ARGFX		0.7941096	
SEMA3A		0.794098	
TMEM5		0.7940276	
SP100		0.7939619	
ARR3		0.79373246	
CASP1		0.7935316	
INPP5A		0.7934555	
ARHGAP23		0.79339826	
RBFA		0.7931014	
BAG3		0.7930814	
EFNB3		0.79306436	
DDX58		0.7925778	
RABEP2		0.7925187	
COL21A1		0.79246193	
SMC3		0.7924196	
ARFIP2		0.7923305	
ABCA2		0.7922421	
NCAPD2		0.79203254	
WFDC5		0.79198194	
RTN2		0.79171556	
TBC1D3K		0.7915811	
FBL		0.7915048	
WDR34		0.79140806	
ITLN1		0.7912317	
FAM219A		0.79116946	
CH25H		0.7911109	
CNN1		0.79110396	
GPR3		0.7909092	
STX11		0.790547	
ZNF200		0.79039043	
STK19		0.7902922	
PRAMEF1		0.7901683	
PLEKHG4		0.790104	
CD2BP2		0.7898453	
GAL3ST2		0.7897305	
ALG6		0.7894653	
FAAP20		0.789081	
SRM		0.7890528	
ALDH5A1		0.7890065	
SLC25A19		0.7887212	
RGS3		0.78847533	
CHRNA7		0.78846073	
SIGLEC9		0.7884289	
CLDN8		0.78836197	
CLPX		0.7883375	
CRELD1		0.7877805	
KIAA0895L		0.7876728	
HIST2H4B		0.78764415	
PABPC5		0.7876276	
BAMBI		0.78752434	
OR8H2		0.7865769	
NXNL1		0.7865169	
CDSN		0.7863716	
KCNA4		0.7861748	
FBXO22		0.7861719	
SORL1		0.7856859	
SLC20A2		0.7856417	
OR2A4		0.7855173	
P2RY1		0.78525496	
MAN2A1		0.7851185	
TMEM80		0.7848369	
KIF13A		0.784721	
SUN3		0.7846805	
PIK3R3		0.784652	
FOXK1		0.78456956	
FCGR1B		0.78432614	
MAGEE2		0.784321	
GRHL1		0.7842831	
CXCR5		0.7838759	
ZIK1		0.78362685	
RBBP5		0.78291905	
CDR2L		0.7828076	
NAB2		0.78276736	
KDELC1		0.7823586	
SAA1		0.7822806	
MBTPS2		0.78155845	
ZNF41		0.78153795	
GDAP1		0.781505	
NTPCR		0.7814059	
DNASE1L3		0.78109294	
UBP1		0.7810438	
GUCY2C		0.7809763	
TLR7		0.7807152	
C16orf86		0.7806277	
DIS3L		0.78033984	
CALHM1		0.7802969	
FXR1		0.7802464	
ARHGAP17		0.7801418	
WDR19		0.7799026	
FAM71E2		0.779889	
C14orf93		0.7794728	
CCSAP		0.7793257	
OTX1		0.77932125	
FUT4		0.779292	
COL6A5		0.77920836	
